empresa,codigoarticulo,codigoparticular,articulo,rubro,costo,preciopublico,marca,superrubro,gruposuperrubro,familia,ult_fechaingreso,color,silueta,sitioparapublicar,porcentajedescuento,web
Emp2,324,159930807-X,Zapatillas de Trail Adidas Yellow,Moda,$867270.35,$867270.35,Adidas,Mujer,General,Q4 24,6/5/2024,Yellow,Calzado,,,
Emp2,325,221771737-5,Camiseta Técnica Under Armour Maroon,Running,$861972.35,$861972.35,Under Armour,Mujer,General,Q1 24,4/11/2024,Maroon,Remera,,,
Emp1,326,364304192-6,Remera de Compresión Adidas Blue,Moda,$87789.32,$87789.32,Adidas,Niños,General,Q2 24,15/1/2024,Blue,Remera,,,
Emp1,327,056035513-0,Zapatillas de Basket Adidas Crimson,Deporte,$685165.38,$685165.38,Adidas,Hombre,General,Q3 24,8/5/2024,Crimson,Calzado,,,
Emp1,328,028864798-X,Remera de Running Adidas Red,Moda,$916133.61,$916133.61,Adidas,Mujer,General,Q4 24,26/5/2024,Red,Remera,,,
Emp1,329,906721468-X,Zapatillas Running Adidas Blue,Moda,$152661.34,$152661.34,Adidas,Mujer,General,Q1 24,22/11/2024,Blue,Calzado,,,
Emp2,330,305522728-X,Pantalón de Entrenamiento Adidas Fuscia,Moda,$295368.06,$295368.06,Adidas,Mujer,General,Q2 24,22/10/2024,Fuscia,Pantalon,,,
Emp2,331,635841157-8,Camiseta Técnica Nike Maroon,Moda,$497154.60,$497154.60,Nike,Mujer,General,Q3 24,30/9/2024,Maroon,Remera,,,
Emp2,332,310105956-9,Jogger Deportivo Under Armour Maroon,Running,$641632.27,$641632.27,Under Armour,Hombre,General,Q4 24,9/7/2024,Maroon,Pantalon,,,
Emp1,333,838992654-7,Camiseta Técnica Adidas Crimson,Running,$232104.93,$232104.93,Adidas,Mujer,Accesorios,Q1 24,7/10/2024,Crimson,Remera,,,
Emp2,334,636814638-9,Pantalón Deportivo Adidas Fuscia,Moda,$708561.30,$708561.30,Adidas,Niños,General,Q2 24,4/7/2024,Fuscia,Pantalon,,,
Emp2,335,421028018-6,Pantalón de Entrenamiento Nike Blue,Moda,$562531.44,$562531.44,Nike,Hombre,General,Q3 24,9/5/2024,Blue,Pantalon,,,
Emp1,336,912050635-X,Remera de Compresión Nike Violet,Moda,$377244.45,$377244.45,Nike,Mujer,General,Q4 24,3/5/2024,Violet,Remera,,,
Emp1,337,710537028-9,Zapatillas Running Adidas Goldenrod,Moda,$150965.13,$150965.13,Adidas,Hombre,Accesorios,Q1 24,29/10/2024,Goldenrod,Calzado,,,
Emp2,338,787928565-2,Camiseta Técnica Adidas Indigo,Moda,$825769.99,$825769.99,Adidas,Hombre,General,Q2 24,12/2/2024,Indigo,Remera,,5.0,
Emp2,339,599985091-6,Zapatillas de Trail Under Armour Yellow,Moda,$409545.52,$409545.52,Under Armour,Hombre,Accesorios,Q3 24,28/3/2024,Yellow,Calzado,,21.0,
Emp2,340,784968847-3,Zapatillas de Trail Adidas Blue,Running,$743826.98,$743826.98,Adidas,Hombre,General,Q4 24,2/1/2024,Blue,Calzado,,,
Emp2,341,756579727-8,Jogger Deportivo Nike Violet,Moda,$883695.29,$883695.29,Nike,Hombre,General,Q1 24,7/1/2024,Violet,Pantalon,,,
Emp2,342,944963216-2,Remera de Running Adidas Yellow,Moda,$193726.51,$193726.51,Adidas,Mujer,General,Q2 24,20/1/2024,Yellow,Remera,,,
Emp1,343,396286754-6,Jogger Deportivo Adidas Green,Running,$511808.43,$511808.43,Adidas,Niños,General,Q3 24,24/4/2024,Green,Pantalon,,,
Emp2,344,313406585-1,Botines de Fútbol Adidas Fuscia,Moda,$622619.74,$622619.74,Adidas,Mujer,Accesorios,Q4 24,16/9/2024,Fuscia,Calzado,,48.0,
Emp2,345,540485955-5,Zapatillas Running Under Armour Crimson,Moda,$915678.82,$915678.82,Under Armour,Mujer,General,Q1 24,18/7/2024,Crimson,Calzado,,,
Emp1,346,614290483-5,Remera de Running Nike Yellow,Moda,$837959.84,$837959.84,Nike,Hombre,General,Q2 24,10/7/2024,Yellow,Remera,,,
Emp1,347,371978175-5,Camiseta Técnica Adidas Blue,Moda,$864921.90,$864921.90,Adidas,Hombre,General,Q3 24,11/6/2024,Blue,Remera,,,
Emp1,348,618592372-6,Pantalón de Entrenamiento Nike Puce,Running,$906979.25,$906979.25,Nike,Hombre,General,Q4 24,22/7/2024,Puce,Pantalon,,22.0,
Emp1,349,615151557-9,Pantalón Deportivo Nike Yellow,Moda,$534018.96,$534018.96,Nike,Mujer,General,Q1 24,29/11/2024,Yellow,Pantalon,,38.0,
Emp1,350,401193607-3,Pantalón Deportivo Nike Red,Moda,$278109.43,$278109.43,Nike,Mujer,Accesorios,Q2 24,31/8/2024,Red,Pantalon,,,
Emp1,351,146553988-3,Zapatillas de Basket Adidas Purple,Moda,$204490.98,$204490.98,Adidas,Mujer,General,Q3 24,21/5/2024,Purple,Calzado,,,
Emp2,352,706108178-3,Jogger Deportivo Adidas Blue,Moda,$360325.75,$360325.75,Adidas,Hombre,General,Q4 24,31/7/2024,Blue,Pantalon,,,
Emp2,353,344210535-8,Botines de Fútbol Nike Pink,Moda,$993891.32,$993891.32,Nike,Mujer,General,Q1 24,20/11/2024,Pink,Calzado,,,
Emp1,354,103720784-X,Zapatillas de Basket Adidas Violet,Deporte,$45496.33,$45496.33,Adidas,Mujer,General,Q2 24,7/11/2024,Violet,Calzado,,,
Emp1,355,262329649-9,Camiseta Técnica Adidas Goldenrod,Moda,$344857.02,$344857.02,Adidas,Mujer,General,Q3 24,24/11/2024,Goldenrod,Remera,,,
Emp1,356,094624856-7,Camiseta Técnica Under Armour Red,Moda,$379993.25,$379993.25,Under Armour,Hombre,General,Q4 24,30/3/2024,Red,Remera,,,
Emp1,357,352088879-3,Remera de Running Adidas Khaki,Moda,$6422.12,$6422.12,Adidas,Mujer,Accesorios,Q1 24,15/6/2024,Khaki,Remera,,,
Emp2,358,188454017-1,Camiseta Técnica Under Armour Aquamarine,Moda,$56438.24,$56438.24,Under Armour,Hombre,General,Q2 24,20/12/2024,Aquamarine,Remera,,,
Emp1,359,053777314-2,Remera de Running Nike Green,Moda,$751623.00,$751623.00,Nike,Hombre,General,Q3 24,2/12/2024,Green,Remera,,,
Emp1,360,968345569-7,Zapatillas de Basket Adidas Yellow,Running,$716116.40,$716116.40,Adidas,Hombre,General,Q4 24,31/8/2024,Yellow,Calzado,,,
Emp2,361,155402674-1,Pantalón de Entrenamiento Adidas Yellow,Deporte,$294661.62,$294661.62,Adidas,Mujer,General,Q1 24,24/1/2024,Yellow,Pantalon,,,
Emp2,362,178551056-8,Pantalón Deportivo Nike Crimson,Moda,$874130.29,$874130.29,Nike,Mujer,General,Q2 24,12/9/2024,Crimson,Pantalon,,,
Emp2,363,089462165-3,Remera de Compresión Under Armour Teal,Running,$266414.44,$266414.44,Under Armour,Mujer,Accesorios,Q3 24,29/12/2024,Teal,Remera,,,
Emp2,364,407642443-3,Remera de Compresión Adidas Violet,Moda,$963122.10,$963122.10,Adidas,Hombre,Accesorios,Q4 24,14/11/2024,Violet,Remera,,7.0,
Emp1,365,980277196-1,Zapatillas de Trail Nike Purple,Moda,$308063.74,$308063.74,Nike,Hombre,General,Q1 24,9/1/2024,Purple,Calzado,,14.0,
Emp1,366,871024805-6,Jogger Deportivo Nike Orange,Running,$19085.14,$19085.14,Nike,Mujer,General,Q2 24,12/12/2024,Orange,Pantalon,,,
Emp2,367,840097286-4,Remera de Running Adidas Pink,Moda,$122258.94,$122258.94,Adidas,Hombre,Accesorios,Q3 24,24/2/2024,Pink,Remera,,,
Emp1,368,439341479-9,Remera de Compresión Adidas Khaki,Moda,$437321.10,$437321.10,Adidas,Hombre,General,Q4 24,28/7/2024,Khaki,Remera,,,
Emp1,369,087752008-9,Zapatillas de Basket Adidas Red,Moda,$780488.44,$780488.44,Adidas,Hombre,General,Q1 24,15/5/2024,Red,Calzado,,,
Emp2,370,186002997-3,Pantalón Deportivo Adidas Yellow,Moda,$78042.29,$78042.29,Adidas,Hombre,General,Q2 24,12/2/2024,Yellow,Pantalon,,,
Emp1,371,216395356-4,Zapatillas de Trail Under Armour Indigo,Deporte,$781974.30,$781974.30,Under Armour,Hombre,General,Q3 24,23/1/2024,Indigo,Calzado,,,
Emp1,372,716154493-9,Zapatillas de Basket Adidas Teal,Moda,$10486.68,$10486.68,Adidas,Mujer,General,Q4 24,12/11/2024,Teal,Calzado,,15.0,
Emp1,373,005682286-3,Remera de Running Nike Puce,Moda,$570764.60,$570764.60,Nike,Hombre,General,Q1 24,24/3/2024,Puce,Remera,,48.0,
Emp1,374,246897110-8,Pantalón Deportivo Adidas Maroon,Running,$578872.61,$578872.61,Adidas,Hombre,Accesorios,Q2 24,22/11/2024,Maroon,Pantalon,,,
Emp1,375,159198263-4,Zapatillas Running Under Armour Blue,Moda,$972807.25,$972807.25,Under Armour,Mujer,General,Q3 24,1/7/2024,Blue,Calzado,,,
Emp1,376,969061102-X,Camiseta Técnica Adidas Teal,Moda,$846779.68,$846779.68,Adidas,Niños,General,Q4 24,12/7/2024,Teal,Remera,,,
Emp1,377,562854425-6,Jogger Deportivo Adidas Turquoise,Moda,$213540.22,$213540.22,Adidas,Mujer,Accesorios,Q1 24,11/12/2024,Turquoise,Pantalon,,38.0,
Emp2,378,111086636-4,Remera de Running Nike Green,Moda,$552565.76,$552565.76,Nike,Mujer,General,Q2 24,17/2/2024,Green,Remera,,,
Emp1,379,473452277-4,Pantalón Deportivo Nike Fuscia,Moda,$792916.26,$792916.26,Nike,Mujer,General,Q3 24,4/3/2024,Fuscia,Pantalon,,,
Emp2,380,829891473-2,Remera de Compresión Adidas Turquoise,Moda,$782114.89,$782114.89,Adidas,Mujer,Accesorios,Q4 24,27/6/2024,Turquoise,Remera,,,
Emp1,381,392456028-5,Camiseta Técnica Nike Khaki,Moda,$167726.10,$167726.10,Nike,Mujer,General,Q1 24,25/8/2024,Khaki,Remera,,16.0,
Emp1,382,269508221-5,Camiseta Técnica Adidas Crimson,Moda,$18868.54,$18868.54,Adidas,Hombre,General,Q2 24,13/7/2024,Crimson,Remera,,,
Emp2,383,749962672-5,Jogger Deportivo Adidas Puce,Running,$171715.98,$171715.98,Adidas,Mujer,General,Q3 24,19/4/2024,Puce,Pantalon,,,
Emp2,384,336177063-7,Zapatillas Running Adidas Red,Running,$430255.77,$430255.77,Adidas,Mujer,Accesorios,Q4 24,30/3/2024,Red,Calzado,,,
Emp2,385,081005890-1,Jogger Deportivo Adidas Crimson,Moda,$777943.53,$777943.53,Adidas,Niños,General,Q1 24,30/10/2024,Crimson,Pantalon,,,
Emp1,386,911683445-3,Remera de Compresión Adidas Yellow,Moda,$654622.89,$654622.89,Adidas,Niños,General,Q2 24,21/4/2024,Yellow,Remera,,,
Emp2,387,693379426-1,Pantalón Deportivo Nike Maroon,Moda,$644588.16,$644588.16,Nike,Niños,General,Q3 24,15/12/2024,Maroon,Pantalon,,31.0,
Emp1,388,553152730-6,Jogger Deportivo Nike Mauv,Moda,$302496.26,$302496.26,Nike,Mujer,General,Q4 24,17/9/2024,Mauv,Pantalon,,,
Emp1,389,943869361-0,Pantalón de Entrenamiento Adidas Orange,Deporte,$188935.94,$188935.94,Adidas,Mujer,General,Q1 24,19/9/2024,Orange,Pantalon,,,
Emp2,390,100203072-2,Pantalón Deportivo Under Armour Puce,Running,$604718.84,$604718.84,Under Armour,Mujer,General,Q2 24,3/1/2024,Puce,Pantalon,,,
Emp1,391,266503966-4,Remera de Compresión Under Armour Puce,Moda,$845622.29,$845622.29,Under Armour,Hombre,General,Q3 24,1/4/2024,Puce,Remera,,32.0,
Emp1,392,959698382-2,Jogger Deportivo Adidas Yellow,Moda,$850644.87,$850644.87,Adidas,Mujer,General,Q4 24,26/3/2024,Yellow,Pantalon,,,
Emp2,393,831732177-0,Pantalón de Entrenamiento Adidas Green,Moda,$358270.61,$358270.61,Adidas,Hombre,General,Q1 24,29/3/2024,Green,Pantalon,,,
Emp1,394,834048864-3,Camiseta Técnica Nike Red,Moda,$678588.08,$678588.08,Nike,Mujer,General,Q2 24,18/9/2024,Red,Remera,,,
Emp1,395,188272125-X,Remera de Running Adidas Khaki,Moda,$586565.46,$586565.46,Adidas,Mujer,General,Q3 24,14/3/2024,Khaki,Remera,,,
Emp2,396,511192168-0,Zapatillas de Trail Adidas Turquoise,Moda,$108901.23,$108901.23,Adidas,Mujer,General,Q4 24,10/12/2024,Turquoise,Calzado,,,
Emp1,397,977197209-X,Remera de Running Adidas Pink,Moda,$155873.97,$155873.97,Adidas,Hombre,General,Q1 24,27/8/2024,Pink,Remera,,,
Emp2,398,806097784-9,Pantalón de Entrenamiento Nike Indigo,Moda,$951782.30,$951782.30,Nike,Hombre,General,Q2 24,21/2/2024,Indigo,Pantalon,,,
Emp2,399,994489603-9,Pantalón de Entrenamiento Nike Green,Moda,$151589.74,$151589.74,Nike,Mujer,General,Q3 24,2/10/2024,Green,Pantalon,,,
Emp2,400,371411608-7,Zapatillas de Basket Adidas Maroon,Running,$303432.75,$303432.75,Adidas,Mujer,General,Q4 24,8/3/2024,Maroon,Calzado,,,
Emp1,401,076528149-X,Camiseta Técnica Nike Yellow,Moda,$406419.52,$406419.52,Nike,Mujer,General,Q1 24,21/12/2024,Yellow,Remera,,,
Emp1,402,809980929-7,Jogger Deportivo Under Armour Aquamarine,Moda,$648608.39,$648608.39,Under Armour,Mujer,General,Q2 24,29/4/2024,Aquamarine,Pantalon,,,
Emp2,403,545691518-9,Botines de Fútbol Nike Green,Moda,$653469.29,$653469.29,Nike,Hombre,Accesorios,Q3 24,15/6/2024,Green,Calzado,,,
Emp1,404,759471995-6,Zapatillas de Basket Nike Aquamarine,Moda,$557500.10,$557500.10,Nike,Mujer,General,Q4 24,10/5/2024,Aquamarine,Calzado,,,
Emp2,405,603343743-8,Pantalón de Entrenamiento Nike Puce,Running,$263862.90,$263862.90,Nike,Hombre,General,Q1 24,28/11/2024,Puce,Pantalon,,,
Emp1,406,872516137-7,Jogger Deportivo Adidas Teal,Running,$96399.59,$96399.59,Adidas,Hombre,General,Q2 24,9/6/2024,Teal,Pantalon,,,
Emp1,407,541047972-6,Jogger Deportivo Adidas Yellow,Moda,$875797.64,$875797.64,Adidas,Niños,General,Q3 24,1/7/2024,Yellow,Pantalon,,31.0,
Emp1,408,992934250-8,Remera de Compresión Adidas Khaki,Running,$45391.62,$45391.62,Adidas,Hombre,General,Q4 24,1/6/2024,Khaki,Remera,,15.0,
Emp1,409,832695218-4,Camiseta Técnica Nike Yellow,Moda,$930886.31,$930886.31,Nike,Mujer,General,Q1 24,16/7/2024,Yellow,Remera,,,
Emp2,410,212748711-7,Pantalón Deportivo Nike Blue,Moda,$597697.61,$597697.61,Nike,Mujer,General,Q2 24,30/8/2024,Blue,Pantalon,,,
Emp2,411,391704087-5,Camiseta Técnica Under Armour Teal,Deporte,$827622.35,$827622.35,Under Armour,Niños,General,Q3 24,27/9/2024,Teal,Remera,,,
Emp1,412,078190483-8,Remera de Running Adidas Blue,Moda,$225726.74,$225726.74,Adidas,Hombre,General,Q4 24,23/11/2024,Blue,Remera,,,
Emp2,413,776978463-8,Zapatillas Running Nike Puce,Moda,$997845.57,$997845.57,Nike,Mujer,General,Q1 24,18/10/2024,Puce,Calzado,,19.0,
Emp1,414,481982691-3,Jogger Deportivo Adidas Blue,Running,$517231.20,$517231.20,Adidas,Mujer,General,Q2 24,15/9/2024,Blue,Pantalon,,,
Emp2,415,133582470-7,Pantalón de Entrenamiento Adidas Green,Moda,$996250.46,$996250.46,Adidas,Hombre,General,Q3 24,4/2/2024,Green,Pantalon,,,
Emp2,416,748948087-6,Camiseta Técnica Adidas Maroon,Moda,$738677.83,$738677.83,Adidas,Mujer,General,Q4 24,8/2/2024,Maroon,Remera,,,
Emp2,417,288342473-X,Botines de Fútbol Adidas Green,Moda,$4303.28,$4303.28,Adidas,Mujer,General,Q1 24,18/8/2024,Green,Calzado,,,
Emp1,418,072256749-9,Camiseta Técnica Adidas Crimson,Moda,$183753.36,$183753.36,Adidas,Niños,General,Q2 24,17/2/2024,Crimson,Remera,,,
Emp1,419,703313362-6,Pantalón de Entrenamiento Adidas Purple,Running,$137177.25,$137177.25,Adidas,Hombre,General,Q3 24,7/6/2024,Purple,Pantalon,,40.0,
Emp1,420,737691462-5,Pantalón Deportivo Adidas Fuscia,Moda,$672295.96,$672295.96,Adidas,Mujer,General,Q4 24,24/6/2024,Fuscia,Pantalon,,,
Emp2,421,184291199-6,Pantalón Deportivo Nike Indigo,Moda,$300449.95,$300449.95,Nike,Mujer,General,Q1 24,18/3/2024,Indigo,Pantalon,,,
Emp1,422,333034706-6,Pantalón Deportivo Adidas Fuscia,Running,$819418.11,$819418.11,Adidas,Hombre,General,Q2 24,18/3/2024,Fuscia,Pantalon,,,
Emp2,423,065227923-6,Jogger Deportivo Nike Pink,Running,$446478.81,$446478.81,Nike,Mujer,General,Q3 24,26/1/2024,Pink,Pantalon,,,
Emp2,424,937280875-X,Remera de Compresión Under Armour Purple,Moda,$644251.28,$644251.28,Under Armour,Mujer,General,Q4 24,30/4/2024,Purple,Remera,,,
Emp1,425,354395374-5,Remera de Running Nike Pink,Moda,$521529.46,$521529.46,Nike,Hombre,General,Q1 24,3/4/2024,Pink,Remera,,,
Emp2,426,628500780-2,Zapatillas de Basket Under Armour Crimson,Running,$667363.78,$667363.78,Under Armour,Mujer,General,Q2 24,2/8/2024,Crimson,Calzado,,,
Emp2,427,075921253-8,Pantalón de Entrenamiento Nike Khaki,Moda,$771876.47,$771876.47,Nike,Hombre,General,Q3 24,29/4/2024,Khaki,Pantalon,,,
Emp1,428,742228888-4,Zapatillas de Trail Under Armour Maroon,Moda,$97638.70,$97638.70,Under Armour,Hombre,General,Q4 24,7/3/2024,Maroon,Calzado,,,
Emp1,429,964990786-6,Botines de Fútbol Adidas Puce,Moda,$80992.28,$80992.28,Adidas,Hombre,General,Q1 24,7/4/2024,Puce,Calzado,,41.0,
Emp2,430,316132813-2,Zapatillas de Basket Adidas Green,Moda,$944506.40,$944506.40,Adidas,Mujer,General,Q2 24,11/1/2024,Green,Calzado,,4.0,
Emp2,431,038016106-0,Zapatillas Running Nike Pink,Moda,$544335.85,$544335.85,Nike,Niños,General,Q3 24,20/1/2024,Pink,Calzado,,,
Emp1,432,664354102-6,Botines de Fútbol Adidas Mauv,Moda,$88557.05,$88557.05,Adidas,Hombre,General,Q4 24,31/10/2024,Mauv,Calzado,,,
Emp1,433,995313072-8,Jogger Deportivo Nike Violet,Moda,$512817.26,$512817.26,Nike,Hombre,General,Q1 24,5/12/2024,Violet,Pantalon,,,
Emp1,434,945387279-2,Botines de Fútbol Under Armour Green,Moda,$289538.88,$289538.88,Under Armour,Hombre,General,Q2 24,12/6/2024,Green,Calzado,,,
Emp2,435,233434247-5,Remera de Compresión Nike Puce,Deporte,$645980.54,$645980.54,Nike,Niños,General,Q3 24,30/3/2024,Puce,Remera,,11.0,
Emp1,436,631474463-6,Remera de Compresión Under Armour Orange,Moda,$9491.79,$9491.79,Under Armour,Hombre,General,Q4 24,27/2/2024,Orange,Remera,,,
Emp1,437,367661966-8,Remera de Compresión Nike Green,Running,$783168.09,$783168.09,Nike,Niños,General,Q1 24,9/2/2024,Green,Remera,,5.0,
Emp1,438,062991740-X,Jogger Deportivo Adidas Teal,Moda,$914468.54,$914468.54,Adidas,Mujer,General,Q2 24,21/5/2024,Teal,Pantalon,,,
Emp1,439,825145145-0,Pantalón de Entrenamiento Adidas Mauv,Moda,$710333.09,$710333.09,Adidas,Hombre,General,Q3 24,10/12/2024,Mauv,Pantalon,,,
Emp2,440,555548168-3,Jogger Deportivo Adidas Mauv,Running,$697425.28,$697425.28,Adidas,Hombre,General,Q4 24,29/2/2024,Mauv,Pantalon,,28.0,
Emp2,441,036575238-X,Pantalón Deportivo Under Armour Puce,Moda,$664848.75,$664848.75,Under Armour,Mujer,Accesorios,Q1 24,1/3/2024,Puce,Pantalon,,,
Emp1,442,671017210-4,Camiseta Técnica Under Armour Yellow,Moda,$954321.42,$954321.42,Under Armour,Hombre,General,Q2 24,9/4/2024,Yellow,Remera,,,
Emp1,443,206884643-8,Remera de Running Adidas Maroon,Moda,$326213.42,$326213.42,Adidas,Hombre,General,Q3 24,29/4/2024,Maroon,Remera,,,
Emp1,444,885426424-5,Pantalón Deportivo Adidas Maroon,Moda,$321274.22,$321274.22,Adidas,Mujer,Accesorios,Q4 24,20/7/2024,Maroon,Pantalon,,,
Emp2,445,835862862-5,Remera de Running Adidas Mauv,Deporte,$57054.64,$57054.64,Adidas,Hombre,General,Q1 24,19/6/2024,Mauv,Remera,,,
Emp1,446,527135543-8,Botines de Fútbol Adidas Orange,Moda,$301589.55,$301589.55,Adidas,Mujer,General,Q2 24,13/7/2024,Orange,Calzado,,,
Emp1,447,779226412-2,Zapatillas de Basket Adidas Crimson,Moda,$816167.17,$816167.17,Adidas,Hombre,General,Q3 24,18/12/2024,Crimson,Calzado,,,
Emp1,448,463870746-7,Jogger Deportivo Adidas Green,Deporte,$72072.38,$72072.38,Adidas,Hombre,General,Q4 24,28/5/2024,Green,Pantalon,,,
Emp1,449,209336436-0,Zapatillas de Trail Adidas Puce,Running,$959880.25,$959880.25,Adidas,Mujer,General,Q1 24,25/8/2024,Puce,Calzado,,,
Emp2,450,004305072-7,Remera de Compresión Adidas Teal,Moda,$614179.95,$614179.95,Adidas,Mujer,Accesorios,Q2 24,22/5/2024,Teal,Remera,,,
Emp2,451,896579483-8,Pantalón de Entrenamiento Nike Red,Moda,$934324.50,$934324.50,Nike,Hombre,General,Q3 24,8/3/2024,Red,Pantalon,,,
Emp2,452,376077573-X,Pantalón Deportivo Adidas Green,Moda,$692614.90,$692614.90,Adidas,Mujer,General,Q4 24,22/12/2024,Green,Pantalon,,,
Emp2,453,601673397-0,Botines de Fútbol Adidas Turquoise,Moda,$430372.68,$430372.68,Adidas,Mujer,General,Q1 24,22/4/2024,Turquoise,Calzado,,,
Emp2,454,591075490-4,Remera de Running Nike Fuscia,Moda,$847401.76,$847401.76,Nike,Mujer,General,Q2 24,30/4/2024,Fuscia,Remera,,,
Emp1,455,708270445-3,Botines de Fútbol Adidas Teal,Moda,$834880.71,$834880.71,Adidas,Mujer,General,Q3 24,18/8/2024,Teal,Calzado,,,
Emp1,456,098859156-1,Zapatillas de Basket Under Armour Maroon,Moda,$742329.37,$742329.37,Under Armour,Hombre,General,Q4 24,3/7/2024,Maroon,Calzado,,,
Emp2,457,715331440-7,Pantalón Deportivo Adidas Maroon,Deporte,$106863.30,$106863.30,Adidas,Hombre,General,Q1 24,9/4/2024,Maroon,Pantalon,,,
Emp2,458,056466554-1,Pantalón Deportivo Nike Yellow,Running,$282172.01,$282172.01,Nike,Hombre,General,Q2 24,28/8/2024,Yellow,Pantalon,,,
Emp1,459,716051921-3,Botines de Fútbol Adidas Orange,Moda,$760652.66,$760652.66,Adidas,Hombre,General,Q3 24,26/2/2024,Orange,Calzado,,,
Emp1,460,073588874-4,Remera de Compresión Adidas Goldenrod,Moda,$77120.62,$77120.62,Adidas,Hombre,General,Q4 24,28/11/2024,Goldenrod,Remera,,7.0,
Emp2,461,732083381-6,Remera de Compresión Under Armour Blue,Moda,$754257.39,$754257.39,Under Armour,Mujer,General,Q1 24,4/6/2024,Blue,Remera,,41.0,
Emp1,462,965551915-5,Zapatillas de Trail Adidas Fuscia,Moda,$415593.27,$415593.27,Adidas,Hombre,General,Q2 24,30/11/2024,Fuscia,Calzado,,,
Emp2,463,887307009-4,Remera de Compresión Nike Maroon,Moda,$971778.40,$971778.40,Nike,Hombre,General,Q3 24,26/3/2024,Maroon,Remera,,,
Emp1,464,795834071-0,Zapatillas de Trail Adidas Khaki,Running,$670848.71,$670848.71,Adidas,Hombre,General,Q4 24,10/8/2024,Khaki,Calzado,,,
Emp2,465,562242247-7,Jogger Deportivo Nike Indigo,Moda,$966557.35,$966557.35,Nike,Mujer,General,Q1 24,20/10/2024,Indigo,Pantalon,,,
Emp2,466,388038880-6,Pantalón de Entrenamiento Adidas Teal,Running,$614750.88,$614750.88,Adidas,Mujer,Accesorios,Q2 24,18/7/2024,Teal,Pantalon,,,
Emp2,467,291704897-2,Zapatillas de Basket Adidas Crimson,Moda,$731450.93,$731450.93,Adidas,Mujer,General,Q3 24,16/3/2024,Crimson,Calzado,,,
Emp1,468,046088026-8,Zapatillas de Basket Adidas Orange,Moda,$905274.69,$905274.69,Adidas,Mujer,General,Q4 24,2/12/2024,Orange,Calzado,,,
Emp2,469,516690810-4,Pantalón de Entrenamiento Adidas Orange,Running,$468051.63,$468051.63,Adidas,Mujer,General,Q1 24,30/10/2024,Orange,Pantalon,,,
Emp2,470,937401969-8,Zapatillas de Basket Adidas Goldenrod,Moda,$638021.58,$638021.58,Adidas,Niños,Accesorios,Q2 24,13/6/2024,Goldenrod,Calzado,,48.0,
Emp1,471,257953361-3,Jogger Deportivo Adidas Violet,Moda,$616455.05,$616455.05,Adidas,Mujer,General,Q3 24,28/3/2024,Violet,Pantalon,,,
Emp2,472,928412338-0,Pantalón de Entrenamiento Adidas Fuscia,Moda,$808299.79,$808299.79,Adidas,Mujer,General,Q4 24,19/5/2024,Fuscia,Pantalon,,,
Emp2,473,256772910-0,Remera de Running Adidas Purple,Moda,$384016.56,$384016.56,Adidas,Hombre,General,Q1 24,14/9/2024,Purple,Remera,,,
Emp2,474,323340333-X,Zapatillas Running Adidas Teal,Moda,$694778.46,$694778.46,Adidas,Niños,Accesorios,Q2 24,12/9/2024,Teal,Calzado,,,
Emp1,475,872476877-4,Jogger Deportivo Adidas Fuscia,Deporte,$486528.76,$486528.76,Adidas,Mujer,General,Q3 24,6/10/2024,Fuscia,Pantalon,,17.0,
Emp1,476,043819773-9,Jogger Deportivo Under Armour Fuscia,Moda,$59662.60,$59662.60,Under Armour,Mujer,Accesorios,Q4 24,25/5/2024,Fuscia,Pantalon,,,
Emp2,477,488752968-6,Pantalón de Entrenamiento Adidas Pink,Moda,$842230.35,$842230.35,Adidas,Mujer,General,Q1 24,11/4/2024,Pink,Pantalon,,,
Emp2,478,520414547-8,Remera de Compresión Nike Fuscia,Running,$916436.51,$916436.51,Nike,Mujer,General,Q2 24,27/7/2024,Fuscia,Remera,,,
Emp2,479,782189371-4,Botines de Fútbol Adidas Orange,Moda,$134473.60,$134473.60,Adidas,Mujer,General,Q3 24,4/11/2024,Orange,Calzado,,,
Emp2,480,952052135-6,Zapatillas de Basket Under Armour Aquamarine,Moda,$471891.01,$471891.01,Under Armour,Mujer,Accesorios,Q4 24,21/3/2024,Aquamarine,Calzado,,41.0,
Emp2,481,391605732-4,Pantalón de Entrenamiento Adidas Fuscia,Moda,$184211.61,$184211.61,Adidas,Mujer,General,Q1 24,6/7/2024,Fuscia,Pantalon,,24.0,
Emp2,482,281080818-X,Pantalón de Entrenamiento Adidas Pink,Moda,$488741.01,$488741.01,Adidas,Mujer,General,Q2 24,15/8/2024,Pink,Pantalon,,20.0,
Emp2,483,730186613-5,Botines de Fútbol Adidas Red,Moda,$401635.43,$401635.43,Adidas,Mujer,General,Q3 24,18/12/2024,Red,Calzado,,,
Emp2,484,741337357-2,Pantalón Deportivo Under Armour Maroon,Running,$639701.03,$639701.03,Under Armour,Mujer,General,Q4 24,3/1/2024,Maroon,Pantalon,,37.0,
Emp1,485,994429092-0,Zapatillas de Trail Adidas Turquoise,Moda,$40806.31,$40806.31,Adidas,Mujer,General,Q1 24,12/3/2024,Turquoise,Calzado,,,
Emp1,486,349829754-6,Remera de Compresión Adidas Maroon,Running,$146451.20,$146451.20,Adidas,Hombre,General,Q2 24,21/6/2024,Maroon,Remera,,7.0,
